,pdf_id,Job Title,Interviewee ID,Job Title applying to,Job Title Tokens,Aggregated Applying Job Title Tokens,Job Title Risk Factor
524,536,HR BENEFITS/LEAVE COORDINATOR,536,,"['HR', 'BENEFITS/LEAVE', 'COORDINATOR']",[],0
525,537,CUSTOMER ADVOCATE,537,,"['CUSTOMER', 'ADVOCATE']",[],0
526,538,BUSINESS PROCESS ANALYST,538,internal audit practices internal audit practices executive reports internal audit practices,"['BUSINESS', 'PROCESS', 'ANALYST']","['internal', 'audit', 'practices', 'internal', 'audit', 'practices', 'executive', 'reports', 'internal', 'audit', 'practices']",0.407865546
527,539,MORTGAGE BANKING DOCUMENT MORTGAGE BANKING DOC OPS SPECIALIST,539,an exceptional chief operating officer financial and strategic advisory,"['MORTGAGE', 'BANKING', 'DOCUMENT', 'MORTGAGE', 'BANKING', 'DOC', 'OPS', 'SPECIALIST']","['an', 'exceptional', 'chief', 'operating', 'officer', 'financial', 'and', 'strategic', 'advisory']",0.333948548
528,540,YOUTH ADVOCATE,540,,"['YOUTH', 'ADVOCATE']",[],0
529,541,TRIP COORDINATOR,541,Senior Vice-President and Chief Information Officer have provided an innovative edge that is truly commendable,"['TRIP', 'COORDINATOR']","['Senior', 'Vice-President', 'and', 'Chief', 'Information', 'Officer', 'have', 'provided', 'an', 'innovative', 'edge', 'that', 'is', 'truly', 'commendable']",0.633416169
530,542,ACCOUNTANT,542,external auditors,['ACCOUNTANT'],"['external', 'auditors']",0.755163984
531,543,BRANCH BANKER III,543,,"['BRANCH', 'BANKER', 'III']",[],0
532,544,CONSUMER BANKING DEFAULT MANAGEMENT SUPERVISOR,544,,"['CONSUMER', 'BANKING', 'DEFAULT', 'MANAGEMENT', 'SUPERVISOR']",[],0
533,545,Objective,545,,['Objective'],[],0
534,546,REGIONAL RECRUITER,546,,"['REGIONAL', 'RECRUITER']",[],0
535,547,MANAGER OF FINANCE,547,agents numerous agents,"['MANAGER', 'OF', 'FINANCE']","['agents', 'numerous', 'agents']",0.671492909
536,548,TEACHER ASSISTANT,548,,"['TEACHER', 'ASSISTANT']",[],0
537,549,PATIENT CARE TECHNICIAN,549,the patient care technicians resume planner/scheduler a highly skilled patient care technician,"['PATIENT', 'CARE', 'TECHNICIAN']","['the', 'patient', 'care', 'technicians', 'resume', 'planner/scheduler', 'a', 'highly', 'skilled', 'patient', 'care', 'technician']",0.524486931
538,550,BRANCH BANKER,550,a Program Assistant,"['BRANCH', 'BANKER']","['a', 'Program', 'Assistant']",0.655196889
539,551,HEALTHCARE CLINICAL ANALYST,551,the healthcare clinical analyst,"['HEALTHCARE', 'CLINICAL', 'ANALYST']","['the', 'healthcare', 'clinical', 'analyst']",0.433163409
540,552,INFORMATION TECHNOLOGY MANAGER,552,,"['INFORMATION', 'TECHNOLOGY', 'MANAGER']",[],0
541,553,BANKING CENTER MANAGER,553,,"['BANKING', 'CENTER', 'MANAGER']",[],0
542,554,SENIOR ADVISOR AND NATIONAL FUNDRAISING DIRECTOR,554,high-level executive support functions,"['SENIOR', 'ADVISOR', 'AND', 'NATIONAL', 'FUNDRAISING', 'DIRECTOR']","['high-level', 'executive', 'support', 'functions']",0.428335249
543,555,MANAGER FIELD,555,Admin Operating Room Administrative Coordinator,"['MANAGER', 'FIELD']","['Admin', 'Operating', 'Room', 'Administrative', 'Coordinator']",0.530568501
544,556,SALES ASSOCIATE,556,Client Advocate and Escalation Specialist,"['SALES', 'ASSOCIATE']","['Client', 'Advocate', 'and', 'Escalation', 'Specialist']",0.563988253
545,557,FINANCE OFFICER,557,,"['FINANCE', 'OFFICER']",[],0
546,558,PASSENGER SERVICE CONCOURSE MANAGER,558,a shift supervisor,"['PASSENGER', 'SERVICE', 'CONCOURSE', 'MANAGER']","['a', 'shift', 'supervisor']",0.450121948
547,559,BANKING BOOT CAMP PARTICIPANT,559,this investment banking analyst a Front End Supervisor Front End Supervisor,"['BANKING', 'BOOT', 'CAMP', 'PARTICIPANT']","['this', 'investment', 'banking', 'analyst', 'a', 'Front', 'End', 'Supervisor', 'Front', 'End', 'Supervisor']",0.588529207
548,560,SENIOR INFORMATION TECHNOLOGY MANAGER,560,,"['SENIOR', 'INFORMATION', 'TECHNOLOGY', 'MANAGER']",[],0
549,561,SCHOOL COUNSELOR,561,,"['SCHOOL', 'COUNSELOR']",[],0
550,562,MANAGEMENT AND PROGRAM ANALYSIS,562,a specialist,"['MANAGEMENT', 'AND', 'PROGRAM', 'ANALYSIS']","['a', 'specialist']",0.369671952
551,564,CHILD PERFORMER WELFARE ADVOCATE,564,,"['CHILD', 'PERFORMER', 'WELFARE', 'ADVOCATE']",[],0
552,565,EXPRESS SCRIPTS,565,supervisory duties,"['EXPRESS', 'SCRIPTS']","['supervisory', 'duties']",0.84168904
553,566,HR SPECIALIST,566,an exceptional HR specialist,"['HR', 'SPECIALIST']","['an', 'exceptional', 'HR', 'specialist']",0.165671547
554,567,PLANT FULFILLMENT LEADER,567,internal teams,"['PLANT', 'FULFILLMENT', 'LEADER']","['internal', 'teams']",0.693321354
555,568,CLINICAL STUDY COORDINATOR II,568,,"['CLINICAL', 'STUDY', 'COORDINATOR', 'II']",[],0
556,569,AFSCME UNION PRESIDENT,569,an operator,"['AFSCME', 'UNION', 'PRESIDENT']","['an', 'operator']",0.588304554
557,570,CUSTOMER SERVICE AGENT,570,,"['CUSTOMER', 'SERVICE', 'AGENT']",[],0
558,571,HR COORDINATOR,571,,"['HR', 'COORDINATOR']",[],0
559,572,ACCOUNTANT,572,auditors auditors,['ACCOUNTANT'],"['auditors', 'auditors']",0.791235699
560,574,DIGITAL MARKETING SPECIALIST,574,account executives,"['DIGITAL', 'MARKETING', 'SPECIALIST']","['account', 'executives']",0.453322962
561,575,"ASSOCIATE, INVESTMENT BANKING OPERATIONS",575,agent banks agent banks agent banks their internship experiences,"['ASSOCIATE,', 'INVESTMENT', 'BANKING', 'OPERATIONS']","['agent', 'banks', 'agent', 'banks', 'agent', 'banks', 'their', 'internship', 'experiences']",0.642805595
562,576,HR MANAGER,576,,"['HR', 'MANAGER']",[],0
563,577,FINANCE AND SALES CONSULTANT,577,,"['FINANCE', 'AND', 'SALES', 'CONSULTANT']",[],0
564,578,ONLINE LEARNING COORDINATOR - PROGRAM TRAINING AND SUPPORT,578,a Community Outreach Specialist,"['ONLINE', 'LEARNING', 'COORDINATOR', '-', 'PROGRAM', 'TRAINING', 'AND', 'SUPPORT']","['a', 'Community', 'Outreach', 'Specialist']",0.285299341
565,579,ACCOUNTANT,579,,['ACCOUNTANT'],[],0
566,580,ACCOUNTANT,580,,['ACCOUNTANT'],[],0
567,581,STAFF ACCOUNTANT,581,C-level executives both internal and external stakeholders,"['STAFF', 'ACCOUNTANT']","['C-level', 'executives', 'both', 'internal', 'and', 'external', 'stakeholders']",0.642915516
568,582,"ONLINE COACHING, PERSONAL TRAINING",582,,"['ONLINE', 'COACHING,', 'PERSONAL', 'TRAINING']",[],0
569,583,SALE CONSULTANT,583,,"['SALE', 'CONSULTANT']",[],0
570,584,DATABASE PROGRAMMER/ANALYST (.NET DEVELOPER),584,a talented database programmer,"['DATABASE', 'PROGRAMMER/ANALYST', '(.NET', 'DEVELOPER)']","['a', 'talented', 'database', 'programmer']",0.745783627
571,585,PERSONAL TRAINER,585,an accomplished manufacturing and operations executive,"['PERSONAL', 'TRAINER']","['an', 'accomplished', 'manufacturing', 'and', 'operations', 'executive']",0.593948457
572,586,BUSINESS ANALYST SR. TECHNICAL BUSINESS ANALYST,586,a Business Analyst a talented intern,"['BUSINESS', 'ANALYST', 'SR.', 'TECHNICAL', 'BUSINESS', 'ANALYST']","['a', 'Business', 'Analyst', 'a', 'talented', 'intern']",0.377329959
573,587,HEALTHCARE INSTRUCTIONAL ASSISTANT,587,this instructional assistant,"['HEALTHCARE', 'INSTRUCTIONAL', 'ASSISTANT']","['this', 'instructional', 'assistant']",0.560036722
574,588,R,588,agents a highly skilled healthcare insurance sales agent a Platform Architect,['R'],"['agents', 'a', 'highly', 'skilled', 'healthcare', 'insurance', 'sales', 'agent', 'a', 'Platform', 'Architect']",0.806641238
575,589,ACCOUNTANT III,589,,"['ACCOUNTANT', 'III']",[],0
576,590,"INFORMATION TECHNOLOGY CONSULTANT, MANAGING MEMBER",590,,"['INFORMATION', 'TECHNOLOGY', 'CONSULTANT,', 'MANAGING', 'MEMBER']",[],0
577,591,"EIGHTH, NINTH AND TENTH ENGLISH TEACHER",591,,"['EIGHTH,', 'NINTH', 'AND', 'TENTH', 'ENGLISH', 'TEACHER']",[],0
578,592,GENERAL MANAGER,592,,"['GENERAL', 'MANAGER']",[],0
579,593,HUMAN RESOURCES MANAGER,593,a fitness trainer,"['HUMAN', 'RESOURCES', 'MANAGER']","['a', 'fitness', 'trainer']",0.479581301
580,594,DIRECTOR OF INFORMATION TECHNOLOGY,594,,"['DIRECTOR', 'OF', 'INFORMATION', 'TECHNOLOGY']",[],0
581,595,OPERATIONS TECHNICIAN 1,595,the operations technician internal standards,"['OPERATIONS', 'TECHNICIAN', '1']","['the', 'operations', 'technician', 'internal', 'standards']",0.525486843
582,596,STUDENT,596,,['STUDENT'],[],0
583,597,SCHOOL SUCCESS ADVOCATE,597,,"['SCHOOL', 'SUCCESS', 'ADVOCATE']",[],0
584,598,CUSTOMER SERVICE ASSOCIATE/CASHIER,598,a supervisor a chiropractor's assistant,"['CUSTOMER', 'SERVICE', 'ASSOCIATE/CASHIER']","['a', 'supervisor', 'a', ""chiropractor's"", 'assistant']",0.441348696
585,599,ADMINISTRATIVE COORDINATOR,599,a reliable and innovative coordinator,"['ADMINISTRATIVE', 'COORDINATOR']","['a', 'reliable', 'and', 'innovative', 'coordinator']",0.476544608
586,600,FINANCE DIRECTOR,600,,"['FINANCE', 'DIRECTOR']",[],0
587,601,Rachael Lobdell,601,,"['Rachael', 'Lobdell']",[],0
588,602,HR ASSISTANT,602,,"['HR', 'ASSISTANT']",[],0
589,604,MEMBER ADVOCATE,604,,"['MEMBER', 'ADVOCATE']",[],0
590,605,CORPORATE REGIONAL RECRUITER,605,a supervisor,"['CORPORATE', 'REGIONAL', 'RECRUITER']","['a', 'supervisor']",0.659305771
591,606,ACCOUNTANT I,606,internal controls various internal and external stakeholders international transactions,"['ACCOUNTANT', 'I']","['internal', 'controls', 'various', 'internal', 'and', 'external', 'stakeholders', 'international', 'transactions']",0.708301521
592,607,SCHOOL LIBRARY MEDIA SPECIALIST,607,College and Career Coordinator a library media specialist role,"['SCHOOL', 'LIBRARY', 'MEDIA', 'SPECIALIST']","['College', 'and', 'Career', 'Coordinator', 'a', 'library', 'media', 'specialist', 'role']",0.477392699
593,608,HOME HEALTHCARE TECHNICIAN,608,a dedicated home healthcare technician a remarkable home healthcare technician,"['HOME', 'HEALTHCARE', 'TECHNICIAN']","['a', 'dedicated', 'home', 'healthcare', 'technician', 'a', 'remarkable', 'home', 'healthcare', 'technician']",0.394102667
594,609,I.T. SUPPORT TECHNICIAN/SPECIALIST,609,an internship,"['I.T.', 'SUPPORT', 'TECHNICIAN/SPECIALIST']","['an', 'internship']",0.653211112
595,610,DIRECTOR OF FINANCE,610,a highly skilled legal specialist a Placement Agent,"['DIRECTOR', 'OF', 'FINANCE']","['a', 'highly', 'skilled', 'legal', 'specialist', 'a', 'Placement', 'Agent']",0.355827301
596,611,GENERAL BUSINESS MANAGEMENT,611,,"['GENERAL', 'BUSINESS', 'MANAGEMENT']",[],0
597,612,4/5 GRADE TEACHER,612,senior executives,"['4/5', 'GRADE', 'TEACHER']","['senior', 'executives']",0.618348275
598,613,BRANCH MANAGER,613,,"['BRANCH', 'MANAGER']",[],0
599,614,FINANCE ANALYST,614,Finance Analyst for several years,"['FINANCE', 'ANALYST']","['Finance', 'Analyst', 'for', 'several', 'years']",0.559951059
600,615,ACCOUNTANT,615,,['ACCOUNTANT'],[],0
601,616,PASSENGER SERVICES OFFICER,616,Customer Service Representative a specialist,"['PASSENGER', 'SERVICES', 'OFFICER']","['Customer', 'Service', 'Representative', 'a', 'specialist']",0.390779551
602,617,LICENSED PRACTICAL NURSE- STEP-DOWN UNIT,617,a home healthcare technician,"['LICENSED', 'PRACTICAL', 'NURSE-', 'STEP-DOWN', 'UNIT']","['a', 'home', 'healthcare', 'technician']",0.687096431
603,618,REGISTERED NURSE,618,medical technicians,"['REGISTERED', 'NURSE']","['medical', 'technicians']",0.804568347
604,619,GAME DESIGN INTERN,619,,"['GAME', 'DESIGN', 'INTERN']",[],0
605,620,BUSINESS SYSTEMS ANALYST I,620,,"['BUSINESS', 'SYSTEMS', 'ANALYST', 'I']",[],0
606,621,"SLEEP TECHNOLOGIST, RPSGT",621,a financial auditor a Sleep Technologist Sleep Technologist Sleep Technologist,"['SLEEP', 'TECHNOLOGIST,', 'RPSGT']","['a', 'financial', 'auditor', 'a', 'Sleep', 'Technologist', 'Sleep', 'Technologist', 'Sleep', 'Technologist']",0.838328959
607,622,CUSTOMER SERVICE AGENT,622,,"['CUSTOMER', 'SERVICE', 'AGENT']",[],0
608,623,DIRECTOR OF FINANCE,623,,"['DIRECTOR', 'OF', 'FINANCE']",[],0
609,624,CASHIER,624,,['CASHIER'],[],0
610,625,HR & SAFETY MANAGER,625,,"['HR', '&', 'SAFETY', 'MANAGER']",[],0
611,626,SENIOR FINANCE MANAGER,626,robust internal controls,"['SENIOR', 'FINANCE', 'MANAGER']","['robust', 'internal', 'controls']",0.450614415
612,627,HR GENERALIST,627,,"['HR', 'GENERALIST']",[],0
613,628,HR INTERN,628,a remarkable HR Intern this internship,"['HR', 'INTERN']","['a', 'remarkable', 'HR', 'Intern', 'this', 'internship']",0.342390635
614,629,STAFF ACCOUNTANT,629,a Corporate Facilitator,"['STAFF', 'ACCOUNTANT']","['a', 'Corporate', 'Facilitator']",0.630056425
615,631,HR ASSOCIATE,631,the companys internship program both internal and external stakeholders the internship program,"['HR', 'ASSOCIATE']","['the', 'companys', 'internship', 'program', 'both', 'internal', 'and', 'external', 'stakeholders', 'the', 'internship', 'program']",0.340610064
616,632,BRANCH MANAGER/OPERATIONS MANAGER,632,,"['BRANCH', 'MANAGER/OPERATIONS', 'MANAGER']",[],0
617,633,AVIATION PARTS SALESMAN,633,,"['AVIATION', 'PARTS', 'SALESMAN']",[],0
618,634,FINANCE CONTROLLER,634,,"['FINANCE', 'CONTROLLER']",[],0
619,635,PRODUCTION EXCELLENCE SPECIALIST,635,,"['PRODUCTION', 'EXCELLENCE', 'SPECIALIST']",[],0
620,636,NATIONAL SALES MANAGER,636,Coordinator of Student Personnel Services,"['NATIONAL', 'SALES', 'MANAGER']","['Coordinator', 'of', 'Student', 'Personnel', 'Services']",0.482040665
621,637,"ATHLETIC DIRECTOR, COACH, PE TEACHER",637,,"['ATHLETIC', 'DIRECTOR,', 'COACH,', 'PE', 'TEACHER']",[],0
622,638,CUSTOMER ADVOCATE,638,,"['CUSTOMER', 'ADVOCATE']",[],0
623,640,6 - 8 LANGUAGE ARTS GRADE TEACHER,640,an administrative assistant,"['6', '-', '8', 'LANGUAGE', 'ARTS', 'GRADE', 'TEACHER']","['an', 'administrative', 'assistant']",0.373298851
624,641,HEALTHCARE RECRUITER,641,,"['HEALTHCARE', 'RECRUITER']",[],0
625,642,SENIOR ASSOCIATE,642,an exceptional administrative assistant advisory services,"['SENIOR', 'ASSOCIATE']","['an', 'exceptional', 'administrative', 'assistant', 'advisory', 'services']",0.412264873
626,643,SALES & TRADING INTERN,643,an exceptional investment banking analyst my intern an exceptional Sales & Trading Intern a talented investment banking summer analyst,"['SALES', '&', 'TRADING', 'INTERN']","['an', 'exceptional', 'investment', 'banking', 'analyst', 'my', 'intern', 'an', 'exceptional', 'Sales', '&', 'Trading', 'Intern', 'a', 'talented', 'investment', 'banking', 'summer', 'analyst']",0.256136129
627,644,SPECIALIST OF INFANTRY,644,,"['SPECIALIST', 'OF', 'INFANTRY']",[],0
628,645,COMMUNITY ADVOCATE,645,,"['COMMUNITY', 'ADVOCATE']",[],0
629,646,DINING SERVICES COORDINATOR,646,a dining services coordinator,"['DINING', 'SERVICES', 'COORDINATOR']","['a', 'dining', 'services', 'coordinator']",0.446128176
630,648,TRADE FINANCE OFFICER,648,,"['TRADE', 'FINANCE', 'OFFICER']",[],0
631,649,INTERN,649,an intern an exceptional intern,['INTERN'],"['an', 'intern', 'an', 'exceptional', 'intern']",0.49830633
632,650,INVESTMENT ACCOUNTANT,650,an Emergency Room Admitting Specialist,"['INVESTMENT', 'ACCOUNTANT']","['an', 'Emergency', 'Room', 'Admitting', 'Specialist']",0.70253272
633,651,REGISTERED CLIENT SERVICE ASSOCIATE,651,their financial advisors financial advisors,"['REGISTERED', 'CLIENT', 'SERVICE', 'ASSOCIATE']","['their', 'financial', 'advisors', 'financial', 'advisors']",0.482677123
634,652,ACCOUNTANT,652,,['ACCOUNTANT'],[],0
635,653,FORCE ANALYST,653,,"['FORCE', 'ANALYST']",[],0
636,654,EXECUTIVE ASSISTANT HR,654,,"['EXECUTIVE', 'ASSISTANT', 'HR']",[],0
637,655,COMMUNICABLE DISEASE SPECIALIST,655,,"['COMMUNICABLE', 'DISEASE', 'SPECIALIST']",[],0
638,656,FIELD BASED NURSE CHART REVIEWER - HEALTHCARE INFORMATICS,656,,"['FIELD', 'BASED', 'NURSE', 'CHART', 'REVIEWER', '-', 'HEALTHCARE', 'INFORMATICS']",[],0
639,657,SHIFT SUPERVISOR,657,,"['SHIFT', 'SUPERVISOR']",[],0
640,658,HEALTHCARE ADMINISTRATION INTERN,658,a talented healthcare administration intern an aspiring healthcare administration intern their internship a remarkable healthcare administration intern their internship the healthcare administration intern a current healthcare administration intern,"['HEALTHCARE', 'ADMINISTRATION', 'INTERN']","['a', 'talented', 'healthcare', 'administration', 'intern', 'an', 'aspiring', 'healthcare', 'administration', 'intern', 'their', 'internship', 'a', 'remarkable', 'healthcare', 'administration', 'intern', 'their', 'internship', 'the', 'healthcare', 'administration', 'intern', 'a', 'current', 'healthcare', 'administration', 'intern']",0.426059451
641,659,INTERIM MEMBERSHIP DIRECTOR,659,,"['INTERIM', 'MEMBERSHIP', 'DIRECTOR']",[],0
642,660,FINANCE DIRECTOR,660,both internal stakeholders,"['FINANCE', 'DIRECTOR']","['both', 'internal', 'stakeholders']",0.413479885
643,661,HR ADMINISTRATOR,661,,"['HR', 'ADMINISTRATOR']",[],0
644,662,FITNESS ATTENDANT,662,a certified fitness trainer,"['FITNESS', 'ATTENDANT']","['a', 'certified', 'fitness', 'trainer']",0.512018878
645,663,"AVP, FINANCE",663,a talented assistant vice president,"['AVP,', 'FINANCE']","['a', 'talented', 'assistant', 'vice', 'president']",0.59296811
646,664,HEALTH INFORMATION SPECIALIST,664,,"['HEALTH', 'INFORMATION', 'SPECIALIST']",[],0
647,665,OWNER,665,the administrative assistant,['OWNER'],"['the', 'administrative', 'assistant']",0.662814813
648,666,SR. HR GENERALIST,666,,"['SR.', 'HR', 'GENERALIST']",[],0
649,667,FINANCE SUPERVISOR,667,a finance supervisor,"['FINANCE', 'SUPERVISOR']","['a', 'finance', 'supervisor']",0.320352207
650,668,FITNESS INSTRUCTOR,668,a personal trainer an owner/operator,"['FITNESS', 'INSTRUCTOR']","['a', 'personal', 'trainer', 'an', 'owner/operator']",0.411641883
651,669,FINANCE CONSULTANT,669,a results-driven and insightful analyst,"['FINANCE', 'CONSULTANT']","['a', 'results-driven', 'and', 'insightful', 'analyst']",0.533405211
652,670,GEEK SQUAD AGENT,670,an exceptional IT support specialist the IT support specialist,"['GEEK', 'SQUAD', 'AGENT']","['an', 'exceptional', 'IT', 'support', 'specialist', 'the', 'IT', 'support', 'specialist']",0.563507177
653,671,ASSISTANT BOY'S BASKETBALL COACH,671,,"['ASSISTANT', ""BOY'S"", 'BASKETBALL', 'COACH']",[],0
654,672,ACCOUNT SERVICE REPRESENTATIVE II/TECH,672,a dedicated communications specialist,"['ACCOUNT', 'SERVICE', 'REPRESENTATIVE', 'II/TECH']","['a', 'dedicated', 'communications', 'specialist']",0.49028369
655,673,SPECIAL FINANCE MANAGER,673,,"['SPECIAL', 'FINANCE', 'MANAGER']",[],0
656,674,MOVER,674,,['MOVER'],[],0
657,675,HR COORDINATOR,675,,"['HR', 'COORDINATOR']",[],0
658,676,FINANCIAL ACCOUNTANT,676,a Finance Controller,"['FINANCIAL', 'ACCOUNTANT']","['a', 'Finance', 'Controller']",0.650153109
659,678,AVIATION CAMP ASSISTANT,678,an internship a highly motivated assistant,"['AVIATION', 'CAMP', 'ASSISTANT']","['an', 'internship', 'a', 'highly', 'motivated', 'assistant']",0.399236497
660,679,SALES ASSOCIATE,679,,"['SALES', 'ASSOCIATE']",[],0
661,680,SENIOR CLIENT ADVOCATE II,680,,"['SENIOR', 'CLIENT', 'ADVOCATE', 'II']",[],0
662,681,OUTSIDE MACHINIST,681,,"['OUTSIDE', 'MACHINIST']",[],0
663,682,HR GENERALIST,682,,"['HR', 'GENERALIST']",[],0
664,683,EQUIPMENT OPERATOR AND FITNESS LEADER,683,an intern a seasoned manufacturing and operations executive both an Equipment Operator an Equipment Operator,"['EQUIPMENT', 'OPERATOR', 'AND', 'FITNESS', 'LEADER']","['an', 'intern', 'a', 'seasoned', 'manufacturing', 'and', 'operations', 'executive', 'both', 'an', 'Equipment', 'Operator', 'an', 'Equipment', 'Operator']",0.294739334
665,684,TRAINING ASSISTANT,684,internal processes internal processes,"['TRAINING', 'ASSISTANT']","['internal', 'processes', 'internal', 'processes']",0.662887032
666,685,CONTRACTS AND FINANCE OFFICER,685,auditors,"['CONTRACTS', 'AND', 'FINANCE', 'OFFICER']",['auditors'],0.481770233
667,686,ASSISTANT TO MANAGING DIRECTOR,686,an overnight pharmacy technician a diligent plant operator executives,"['ASSISTANT', 'TO', 'MANAGING', 'DIRECTOR']","['an', 'overnight', 'pharmacy', 'technician', 'a', 'diligent', 'plant', 'operator', 'executives']",0.491170131
668,687,ASSISTANT PRINCIPAL,687,a Veterinarian Assistant certificate an exceptional assistant principal,"['ASSISTANT', 'PRINCIPAL']","['a', 'Veterinarian', 'Assistant', 'certificate', 'an', 'exceptional', 'assistant', 'principal']",0.616330822
669,688,RECEPTIONIST AND VETERINARY TECHNICIAN,688,an owner/operator a dedicated and skilled office administrator,"['RECEPTIONIST', 'AND', 'VETERINARY', 'TECHNICIAN']","['an', 'owner/operator', 'a', 'dedicated', 'and', 'skilled', 'office', 'administrator']",0.339519088
670,689,FINANCE MANAGER,689,internal auditing internal auditing,"['FINANCE', 'MANAGER']","['internal', 'auditing', 'internal', 'auditing']",0.520105412
671,690,CUSTOMER SERVICE ADVOCATE,690,,"['CUSTOMER', 'SERVICE', 'ADVOCATE']",[],0
672,691,GENERAL MANAGER,691,,"['GENERAL', 'MANAGER']",[],0
673,692,FINANCE MANAGER,692,broker dealers,"['FINANCE', 'MANAGER']","['broker', 'dealers']",0.814101238
674,693,STAFF ACCOUNTANT,693,,"['STAFF', 'ACCOUNTANT']",[],0
675,694,AVIATION RECORDS ANALYST,694,an Aviation Records Analyst the Aviation Records Analysts remarkable ability a supervisor,"['AVIATION', 'RECORDS', 'ANALYST']","['an', 'Aviation', 'Records', 'Analyst', 'the', 'Aviation', 'Records', 'Analysts', 'remarkable', 'ability', 'a', 'supervisor']",0.43893688
676,695,HEALTHCARE,695,a life care planner,['HEALTHCARE'],"['a', 'life', 'care', 'planner']",0.399159961
677,696,CERTIFIED FITNESS TRAINER,696,a personal trainer a certified fitness trainer this fitness trainer the certified fitness trainer,"['CERTIFIED', 'FITNESS', 'TRAINER']","['a', 'personal', 'trainer', 'a', 'certified', 'fitness', 'trainer', 'this', 'fitness', 'trainer', 'the', 'certified', 'fitness', 'trainer']",0.424589786
678,697,DIRECTOR OF FINANCE,697,internal controls,"['DIRECTOR', 'OF', 'FINANCE']","['internal', 'controls']",0.495569599
679,700,SEXUAL ASSAULT CRISIS COUNSELOR / VICTIM ADVOCATE,700,,"['SEXUAL', 'ASSAULT', 'CRISIS', 'COUNSELOR', '/', 'VICTIM', 'ADVOCATE']",[],0
680,701,LEAD TELLER,701,an accomplished banking executive,"['LEAD', 'TELLER']","['an', 'accomplished', 'banking', 'executive']",0.604385414
681,702,SOCIAL MEDIA PRODUCER,702,a highly skilled social media producer the sales agent's strengths,"['SOCIAL', 'MEDIA', 'PRODUCER']","['a', 'highly', 'skilled', 'social', 'media', 'producer', 'the', 'sales', ""agent's"", 'strengths']",0.809741657
682,703,HUMAN RESOURCE/ FINANCE ANALYST,703,,"['HUMAN', 'RESOURCE/', 'FINANCE', 'ANALYST']",[],0
683,704,DIRECTOR OF INFORMATION TECHNOLOGY,704,,"['DIRECTOR', 'OF', 'INFORMATION', 'TECHNOLOGY']",[],0
684,705,SENIOR VICE-PRESIDENT AND CHIEF INFORMATION OFFICER,705,,"['SENIOR', 'VICE-PRESIDENT', 'AND', 'CHIEF', 'INFORMATION', 'OFFICER']",[],0
685,706,MORTGAGE BANKING RESEARCH SPECIALIST,706,a Mortgage Banking Research Specialist a mortgage banking research specialist over 30 agents over 30 agents,"['MORTGAGE', 'BANKING', 'RESEARCH', 'SPECIALIST']","['a', 'Mortgage', 'Banking', 'Research', 'Specialist', 'a', 'mortgage', 'banking', 'research', 'specialist', 'over', '30', 'agents', 'over', '30', 'agents']",0.352722871
686,707,ACCOUNTANT,707,an exceptional IT specialist internal processes,['ACCOUNTANT'],"['an', 'exceptional', 'IT', 'specialist', 'internal', 'processes']",0.659928113
687,708,AVIATION MECHANIC,708,,"['AVIATION', 'MECHANIC']",[],0
688,709,"DIRECTOR, QUALITY IMPROVEMENT NETWORK FACILITATION",709,the aviation technician,"['DIRECTOR,', 'QUALITY', 'IMPROVEMENT', 'NETWORK', 'FACILITATION']","['the', 'aviation', 'technician']",0.555196509
689,710,ACCOUNTANT II,710,,"['ACCOUNTANT', 'II']",[],0
690,711,SUPERVISOR,711,an exceptionally skilled supervisor,['SUPERVISOR'],"['an', 'exceptionally', 'skilled', 'supervisor']",0.523985525
691,712,FOUNDER AND PROJECT MANAGER,712,a research assistant successful international partnerships,"['FOUNDER', 'AND', 'PROJECT', 'MANAGER']","['a', 'research', 'assistant', 'successful', 'international', 'partnerships']",0.318667959
692,714,PHD CANDIDATE IN FINANCE,714,,"['PHD', 'CANDIDATE', 'IN', 'FINANCE']",[],0
693,715,CARE COORDINATOR,715,a dedicated care coordinator the care coordinator,"['CARE', 'COORDINATOR']","['a', 'dedicated', 'care', 'coordinator', 'the', 'care', 'coordinator']",0.530733364
694,716,PRACTICE MANAGER,716,internal applications,"['PRACTICE', 'MANAGER']","['internal', 'applications']",0.588369178
695,717,DIRECT CLIENT COORDINATOR- COUNSELOR/ VICTIM ADVOCATE,717,,"['DIRECT', 'CLIENT', 'COORDINATOR-', 'COUNSELOR/', 'VICTIM', 'ADVOCATE']",[],0
696,718,CUSTOMER CARE REPRESENTATIVE,718,the customer care representative a highly talented nurse executive,"['CUSTOMER', 'CARE', 'REPRESENTATIVE']","['the', 'customer', 'care', 'representative', 'a', 'highly', 'talented', 'nurse', 'executive']",0.556093305
697,719,CUSTOMER ADVOCATE,719,,"['CUSTOMER', 'ADVOCATE']",[],0
698,720,PATIENT HEALTH ADVOCATE,720,,"['PATIENT', 'HEALTH', 'ADVOCATE']",[],0
699,721,SECURITY BAGGAGE HANDLER/PERSONNEL SCREENER,721,,"['SECURITY', 'BAGGAGE', 'HANDLER/PERSONNEL', 'SCREENER']",[],0
700,722,AM- REPLENISHMENT STOCKER,722,auditors,"['AM-', 'REPLENISHMENT', 'STOCKER']",['auditors'],0.727636321
